,0,1,2
0,[125 125],0.0,250
1,[124 125],0.002623627023285925,249
2,[123 125],0.005268452590635568,248
3,[122 125],0.007934775807562843,247
4,[121 125],0.010622902009635813,246
5,[120 125],0.013333142938475448,245
6,[119 125],0.016065816924143234,244
7,[118 125],0.0188212490742025,243
8,[117 125],0.02159977146975814,242
9,[116 125],0.02440172336879024,241
10,[115 125],0.027227451417117927,240
11,[114 125],0.030077309867349765,239
12,[113 125],0.03295166080619163,238
13,[112 125],0.03585087439050817,237
14,[111 125],0.03877532909255628,236
15,[110 125],0.0417254119548298,235
16,[109 125],0.04470151885498369,234
17,[108 125],0.047704054781330676,233
18,[107 125],0.05073343411943342,232
19,[106 125],0.053790080950346444,231
20,[105 125],0.05687442936109503,230
21,[104 125],0.05998692376801358,229
22,[103 125],0.06312801925360426,228
23,[102 125],0.06629818191761784,227
24,[101 125],0.06949788924310257,226
25,[100 125],0.07272763047821194,225
26,[ 99 125],0.07598790703461616,224
27,[ 98 125],0.07927923290341324,223
28,[ 97 125],0.08260213508949492,222
29,[ 96 125],0.0859571540653852,221
30,[ 95 125],0.08934484424564063,220
31,[ 94 125],0.09276577448296328,219
32,[ 93 125],0.0962205285872726,218
33,[ 92 125],0.09970970586905041,217
34,[ 91 125],0.10323392170837734,216
35,[ 90 125],0.10679380815117075,215
36,[ 89 125],0.11039001453424493,214
37,[ 88 125],0.11402320814092963,213
38,[ 87 125],0.1176940748891087,212
39,[ 86 125],0.12140332005367717,211
40,[ 85 125],0.12515166902556457,210
41,[ 84 125],0.12893986810963284,209
42,[ 83 125],0.13276868536393213,208
43,[ 82 125],0.13663891148299243,207
44,[ 81 125],0.1405513607280313,206
45,[ 80 125],0.14450687190719563,205
46,[ 79 125],0.14850630940919213,204
47,[ 78 125],0.15255056429394448,203
48,[ 77 125],0.15664055544420818,202
49,[ 76 125],0.16077723078239994,201
50,[ 75 125],0.16496156855726188,200
51,[ 74 125],0.1691945787053711,199
52,[ 73 125],0.17347730429294456,198
53,[ 72 125],0.1778108230438611,197
54,[ 71 125],0.18219624896035708,196
55,[ 70 125],0.1866347340434308,195
56,[ 69 125],0.19112747012064,194
57,[ 68 125],0.19567569078968752,193
58,[ 67 125],0.20028067348698886,192
59,[ 66 125],0.20494374169129104,191
60,[ 65 125],0.20966626727339951,190
61,[ 64 125],0.21444967300415854,189
62,[ 63 125],0.21929543523405384,188
63,[ 62 125],0.22420508675917378,187
64,[ 61 125],0.22918021988978876,186
65,[ 60 125],0.2342224897395363,185
66,[ 59 125],0.2393336177551183,184
67,[ 58 125],0.24451539550860146,183
68,[ 57 125],0.24976968877686273,182
69,[ 56 125],0.25509844193549785,181
70,[ 55 125],0.2605036826976621,180
71,[ 54 125],0.26598752723188596,179
72,[ 53 125],0.27155218569697553,178
73,[ 52 125],0.27719996823676124,177
74,[ 51 125],0.2829332914827602,176
75,[ 50 125],0.2887546856189205,175
76,[ 49 125],0.2946668020696137,174
77,[ 48 125],0.3006724218801212,173
78,[ 47 125],0.30677446486819304,172
79,[ 46 125],0.3129759996360849,171
80,[ 45 125],0.3192802545450634,170
81,[ 44 125],0.3256906297690554,169
82,[ 43 125],0.33221071056130513,168
83,[ 42 125],0.3388442818880898,167
84,[ 41 125],0.3455953446073346,166
85,[ 40 125],0.35246813339812183,165
86,[ 39 125],0.35946713668051994,164
87,[ 38 125],0.366597118805034,163
88,[ 37 125],0.37386314483874167,162
89,[ 36 125],0.38127060833264154,161
90,[ 35 125],0.3888252625242093,160
91,[ 34 125],0.39653325551356444,159
92,[ 33 125],0.4044011700547311,158
93,[ 32 125],0.41243606873009186,157
94,[ 31 125],0.42064554543254246,156
95,[ 30 125],0.4290377842742996,155
96,[ 29 125],0.43762162728462123,154
97,[ 28 125],0.44640665256530204,153
98,[ 27 125],0.45540326496206174,152
99,[ 26 125],0.46462280180806864,151
100,[ 25 125],0.474077656938738,150
101,[ 24 125],0.4837814270142898,149
102,[ 23 125],0.4937490852878686,148
103,[ 22 125],0.5039971894209043,147
104,[ 21 125],0.5145441319154881,146
105,[ 20 125],0.5254104444123815,145
106,[ 19 125],0.5366191707988888,144
107,[ 18 125],0.5481963292444332,143
108,[ 17 125],0.5601714906418005,142
109,[ 16 125],0.5725785115898964,141
110,[ 15 125],0.5854564757927276,140
111,[ 14 125],0.5988509215046739,139
112,[ 13 125],0.6128154693955096,138
113,[ 12 125],0.627414023633495,137
114,[ 11 125],0.6427238148537041,136
115,[ 10 125],0.6588397167813399,135
116,[  9 125],0.675880557681288,134
117,[  8 125],0.6939986873834162,133
118,[  7 125],0.7133951281638083,132
119,[  6 125],0.7343449087747724,131
120,[  5 125],0.7572424729690639,130
121,[  4 125],0.782690937656835,129
122,[  3 125],0.8117018219537576,128
123,[  2 125],0.8462402310400841,127
