,0,1
0,[126 126   0   0],1.961244191180592
1,[126 113   0   0],1.9616736141912798
2,[126  99   0   0],1.9633399607391935
3,[126  86   0   0],1.966452047869877
4,[126  72   0   0],1.9722305876812478
5,[126  58   0   0],1.9817469108878578
6,[126  45   0   0],1.995764641064757
7,[126  31   0   0],2.812276875612749
8,[126  17   0   0],2.8464805126251154
9,[126   4   0   0],2.9165659884415054
