,0,1,2
0,[125 125 125],0.0,375
1,[124 125 125],0.003027477618443762,374
2,[123 124 125],0.005268452590635667,372
3,[123 125 125],0.006075323362719745,373
4,[122 124 125],0.008077261392363148,371
5,[122 125 125],0.00914379404426093,372
6,[121 123 125],0.010622902009635768,369
7,[121 124 125],0.011046862742308148,370
8,[121 125 125],0.012233151549992547,371
9,[120 123 125],0.013416923894562834,368
10,[120 124 125],0.014089897657656452,369
11,[120 125 125],0.015343662983842014,370
12,[119 122 125],0.0160658169241431,366
13,[119 123 125],0.016347829361441128,367
14,[119 124 125],0.017179154256708986,368
15,[119 125 125],0.018475600813422643,369
16,[118 122 125],0.018878496588704448,365
17,[118 123 125],0.019364250083510372,366
18,[118 124 125],0.020303754186286004,367
19,[117 121 125],0.021599771469758253,363
20,[118 125 125],0.021629243022122657,368
21,[117 122 125],0.021807310152783546,364
22,[117 123 125],0.022441190815524422,365
23,[117 124 125],0.023458633613796773,366
24,[116 121 125],0.02444327347365609,362
25,[117 125 125],0.02480487326685049,367
26,[116 122 125],0.02481994800620879,363
27,[116 123 125],0.02556532393504275,364
28,[116 124 125],0.026641207431938145,365
29,[115 120 125],0.027227451417117975,360
30,[115 121 125],0.027388273356382567,361
31,[115 122 125],0.0278972662611732,362
32,[116 125 125],0.028002781041695526,366
33,[115 123 125],0.0287290244946157,363
34,[115 124 125],0.02985009101149637,364
35,[114 120 125],0.030108075327513795,359
36,[114 121 125],0.030412825091525264,360
37,[114 122 125],0.031027399826899928,361
38,[115 125 125],0.031223261847783065,365
39,[114 123 125],0.03192769599832778,362
40,[113 119 125],0.03295166080619168,357
41,[113 120 125],0.03307975653301489,358
42,[114 124 125],0.03308453945748912,363
43,[113 121 125],0.03350239476857237,359
44,[113 122 125],0.034202709646373515,360
45,[114 125 125],0.0344666173696111,364
46,[113 123 125],0.03515846356800697,361
47,[112 119 125],0.03587347356238723,356
48,[112 120 125],0.0361266959689948,357
49,[113 124 125],0.036344175402305744,362
50,[112 121 125],0.03664710840111517,358
51,[112 122 125],0.03741812436882896,359
52,[113 125 125],0.03773315565818268,363
53,[112 123 125],0.03841948776385091,360
54,[111 118 125],0.03877532909255619,354
55,[111 119 125],0.038878684531871203,355
56,[111 120 125],0.03923765851587451,356
57,[112 124 125],0.03962884605683171,361
58,[111 121 125],0.039840104563895654,357
59,[111 122 125],0.04067019745239483,358
60,[112 125 125],0.04102319132125454,362
61,[111 123 125],0.041709582102776796,359
62,[110 118 125],0.04174138757444144,353
63,[110 119 125],0.041955417015239714,354
64,[110 120 125],0.04240452858615401,355
65,[111 124 125],0.042938543282527934,360
66,[110 121 125],0.043076524156438985,356
67,[110 122 125],0.04395654813511809,357
68,[111 125 125],0.04433704572104771,361
69,[109 117 125],0.04470151885498375,351
70,[109 118 125],0.04478508705867124,352
71,[110 123 125],0.0450279889109052,358
72,[109 119 125],0.045094799836767764,353
73,[109 120 125],0.04562136050329561,354
74,[110 124 125],0.04627335656132196,359
75,[109 121 125],0.046352874337508905,355
76,[109 122 125],0.04727551735548982,356
77,[110 125 125],0.04767504717978719,360
78,[108 117 125],0.04771437765851618,350
79,[108 118 125],0.04789720218160512,351
80,[108 119 125],0.04829014036716977,352
81,[109 123 125],0.0483742422827323,357
82,[108 120 125],0.04888374574726504,353
83,[109 124 125],0.04963344413333629,358
84,[108 121 125],0.04966661750349394,354
85,[108 122 125],0.050625948831227695,355
86,[107 116 125],0.05073343411943338,348
87,[107 117 125],0.05080047105214777,349
88,[109 125 125],0.05103753119345284,359
